,BRAND,ORDERED_DATE,CITY,AREA_NAME,STORE_ID,L1_CATEGORY,L2_CATEGORY,L3_CATEGORY,PRODUCT_NAME,VARIANT,ITEM_CODE,COMBO,COMBO_ITEM_CODE,COMBO_UNITS_SOLD,BASE_MRP,UNITS_SOLD,GMV
3490,jivo,2025-08-07,Pune,pimple saudagar,1390228,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,3.0,675.0
3491,jivo,2025-08-07,Bangalore,jalahalli-peenya,1394670,edible oils and ghee,edible oils,pomace oil,jivo pomace daily cooking olive oil,2 ltr,88218,No,,,1449.0,1.0,1449.0
3492,jivo,2025-08-07,Chennai,madipakkam,1381276,edible oils and ghee,ghee,desi ghee,jivo desi ghee 1kg,1 kg,570572,No,,,1499.0,1.0,1499.0
3493,jivo,2025-08-07,Bangalore,vijayanagar,1402670,edible oils and ghee,olive oil,extra virgin olive oil,jivo extra virgin olive oil,1 ltr,67229,No,,,1799.0,1.0,1799.0
3494,jivo,2025-08-07,Chennai,nungambakkam,1386448,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3495,jivo,2025-08-07,Mumbai,palava city,1395728,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3496,jivo,2025-08-07,Bangalore,btm,1393564,edible oils and ghee,olive oil,extra light olive oil,jivo extra light daily cooking olive oil,1 ltr,15687,No,,,1499.0,1.0,1499.0
3497,jivo,2025-08-07,Bangalore,vijayanagar,1402774,edible oils and ghee,olive oil,pure olive oil,jivo so olive oil 1l,1 ltr,968589,No,,,325.0,1.0,325.0
3498,jivo,2025-08-07,Hyderabad,manikonda,1396293,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,2.0,1120.0
3499,jivo,2025-08-07,Kolkata,south kolkata,1169284,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,2.0,450.0
3500,jivo,2025-08-07,Panipat,captain nagar,1403422,edible oils and ghee,edible oils,canola cold pressed oil,jivo canola cold press edible oil,1 ltr,15685,No,,,375.0,1.0,375.0
3501,jivo,2025-08-07,Chennai,adyar,1369819,edible oils and ghee,edible oils,pomace oil,jivo pomace daily cooking olive oil,2 ltr,88218,No,,,1449.0,1.0,1449.0
3502,jivo,2025-08-07,Mumbai,powai,810367,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,2.0,550.0
3503,jivo,2025-08-07,Bangalore,indiranagar,1395721,edible oils and ghee,edible oils,cold pressed sunflower oil,jivo cold pressed chemical free sunflower oil,5 ltr,685793,No,,,1350.0,2.0,2700.0
3504,jivo,2025-08-07,Guntur,brodipet & arundalpet,1404606,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,2.0,450.0
3505,jivo,2025-08-07,Chennai,tambaram,1381753,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,1.0,275.0
3506,jivo,2025-08-07,Bangalore,whitefield,1384788,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,2.0,450.0
3507,jivo,2025-08-07,Central Goa,porvorim,1403182,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3508,jivo,2025-08-07,Kolkata,santoshpur,1403460,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3509,jivo,2025-08-07,Bangalore,sahakar nagar,1229990,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3510,jivo,2025-08-07,Dehradun,hathibarkala,1381970,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3511,jivo,2025-08-07,Kolkata,madhyamgram,1403472,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,3.0,675.0
3512,jivo,2025-08-07,Kochi,kakkanad,1386092,edible oils and ghee,edible oils,rice bran oil,jivo ricebran oil 1l,1 ltr,958164,No,,,285.0,1.0,285.0
3513,jivo,2025-08-07,Delhi,malviya nagar,1399700,edible oils and ghee,edible oils,cold pressed sunflower oil,jivo cold pressed chemical free sunflower oil,5 ltr,685793,No,,,1350.0,1.0,1350.0
3514,jivo,2025-08-07,Pune,kondhwa,1388314,edible oils and ghee,edible oils,rice bran oil,jivo ricebran oil 1l,1 ltr,958164,No,,,285.0,1.0,285.0
3515,jivo,2025-08-07,Kolkata,south kolkata,1169284,edible oils and ghee,edible oils,canola cold pressed oil,jivo canola cold press edible oil,1 ltr,15685,No,,,375.0,1.0,375.0
3516,jivo,2025-08-07,Bangalore,electronic city,1381848,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3517,jivo,2025-08-07,Bangalore,indiranagar,1395721,edible oils and ghee,edible oils,pomace oil,jivo daily cooking pomace olive oil,1 L,21709,No,,,1049.0,1.0,1049.0
3518,jivo,2025-08-07,Hyderabad,yapral kowkoor,1402610,edible oils and ghee,edible oils,cold pressed sunflower oil,jivo cold pressed chemical free sunflower oil,5 ltr,685793,No,,,1350.0,1.0,1350.0
3519,jivo,2025-08-07,Dehradun,prem nagar,1402247,edible oils and ghee,olive oil,pure olive oil,jivo so olive oil 1l,1 ltr,968589,No,,,325.0,1.0,325.0
3520,jivo,2025-08-07,Mumbai,kasarwadawali,1402785,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,1.0,275.0
3521,jivo,2025-08-07,Sri Ganganagar,saraswati nagar,1401278,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 ltr,60711,No,,,255.0,1.0,255.0
3522,jivo,2025-08-07,Bangalore,attibele,1393562,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3523,jivo,2025-08-07,Bangalore,geddalahalli,1394669,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,2.0,450.0
3524,jivo,2025-08-07,Kolkata,alipore,1135719,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3525,jivo,2025-08-07,Patiala,patiala city,1401269,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,2.0,550.0
3526,jivo,2025-08-07,Bangalore,rajarajeshwari nagar,1400922,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3527,jivo,2025-08-07,Mumbai,parel,1398760,edible oils and ghee,olive oil,pure olive oil,jivo so olive oil 1l,1 ltr,968589,No,,,325.0,1.0,325.0
3528,jivo,2025-08-07,Chennai,madipakkam,1402049,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3529,jivo,2025-08-07,Central Goa,goa_sou_margao,1390351,edible oils and ghee,edible oils,pomace oil,jivo daily cooking pomace olive oil,1 L,21709,No,,,1049.0,2.0,2098.0
3530,jivo,2025-08-07,Kollam,kollam city,1402780,edible oils and ghee,edible oils,rice bran oil,jivo ricebran oil 1l,1 ltr,958164,No,,,285.0,1.0,285.0
3531,jivo,2025-08-07,Bangalore,yelahanka,1399355,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3532,jivo,2025-08-07,Bangalore,jayanagar,1181690,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3533,jivo,2025-08-07,Silchar,tarapur,1402788,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 ltr,60711,No,,,255.0,2.0,510.0
3534,jivo,2025-08-07,Ranchi,lalpur,1395730,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 ltr,60711,No,,,255.0,1.0,255.0
3535,jivo,2025-08-07,Vijayawada,benz circle and auto nagar,1388390,edible oils and ghee,edible oils,pomace oil,jivo daily cooking pomace olive oil,1 L,21709,No,,,1049.0,1.0,1049.0
3536,jivo,2025-08-07,Bangalore,btm,1393564,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,2.0,550.0
3537,jivo,2025-08-07,Kolkata,rajarhat,1403839,edible oils and ghee,olive oil,extra light olive oil,jivo extra light daily cooking olive oil,1 ltr,15687,No,,,1499.0,1.0,1499.0
3538,jivo,2025-08-07,Rajkot,race course road,1395731,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,2.0,450.0
3539,jivo,2025-08-07,Tirupati,tata nagar,1404568,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,4.0,900.0
3540,jivo,2025-08-07,Noida 1,noida expressway,1386387,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 ltr,60711,No,,,255.0,1.0,255.0
3541,jivo,2025-08-07,Nagpur,wardhaman nagar,1393571,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,4.0,900.0
3542,jivo,2025-08-07,Mumbai,kalyan,1390223,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3543,jivo,2025-08-07,Chennai,purasawalkam,1386974,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3544,jivo,2025-08-07,Ahmedabad,gandhinagar,1401461,edible oils and ghee,edible oils,canola cold pressed oil,jivo canola cold press edible oil,1 ltr,15685,No,,,375.0,1.0,375.0
3545,jivo,2025-08-07,Delhi,karol bagh,1403207,edible oils and ghee,edible oils,canola cold pressed oil,jivo canola cold press edible oil,1 ltr,15685,No,,,375.0,1.0,375.0
3546,jivo,2025-08-07,Hyderabad,uppal,1402058,edible oils and ghee,olive oil,extra light olive oil,jivo extra light daily cooking olive oil,1 ltr,15687,No,,,1499.0,1.0,1499.0
3547,jivo,2025-08-07,Thiruvananthapuram,sreekaryam,1394675,edible oils and ghee,edible oils,rice bran oil,jivo ricebran oil 1l,1 ltr,958164,No,,,285.0,1.0,285.0
3548,jivo,2025-08-07,Indore,old palasia,1400969,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3549,jivo,2025-08-07,Chandigarh,south mohali,1403687,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 ltr,60711,No,,,255.0,2.0,510.0
3550,jivo,2025-08-07,Ludhiana,south city,1401264,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3551,jivo,2025-08-07,Hyderabad,manikonda,1398453,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,1.0,275.0
3552,jivo,2025-08-07,Chennai,vadapalani,1399697,edible oils and ghee,olive oil,pure olive oil,jivo so olive oil 1l,1 ltr,968589,No,,,325.0,1.0,325.0
3553,jivo,2025-08-07,Mumbai,kharghar,1082435,edible oils and ghee,edible oils,rice bran oil,jivo ricebran oil 1l,1 ltr,958164,No,,,285.0,1.0,285.0
3554,jivo,2025-08-07,Chandigarh,panchkula,1389004,edible oils and ghee,olive oil,extra light olive oil,jivo extra light daily cooking olive oil,1 ltr,15687,No,,,1499.0,2.0,2998.0
3555,jivo,2025-08-07,Mumbai,palava city,1395728,edible oils and ghee,olive oil,extra light olive oil,jivo extra light daily cooking olive oil,1 ltr,15687,No,,,1499.0,1.0,1499.0
3556,jivo,2025-08-07,Ahmedabad,bopal,1393824,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 ltr,60711,No,,,255.0,1.0,255.0
3557,jivo,2025-08-07,Dibrugarh,dibrugarh,1401287,edible oils and ghee,edible oils,pomace oil,jivo daily cooking pomace olive oil,1 L,21709,No,,,1049.0,1.0,1049.0
3558,jivo,2025-08-07,Bangalore,basaveshwaranagar,911033,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,2.0,450.0
3559,jivo,2025-08-07,Lucknow,aliganj,1400975,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3560,jivo,2025-08-07,Chennai,medavakkam,1002694,edible oils and ghee,edible oils,pomace oil,jivo daily cooking pomace olive oil,1 L,21709,No,,,1049.0,1.0,1049.0
3561,jivo,2025-08-07,Mumbai,malad kan west,1231809,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3562,jivo,2025-08-07,Hyderabad,"tarnaka, nacharam & malkajigiri",1396289,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3563,jivo,2025-08-07,Guntur,gorantla,1398748,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3564,jivo,2025-08-07,Pune,viman nagar,1389691,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3565,jivo,2025-08-07,Bangalore,lingrajapuram,1390218,edible oils and ghee,edible oils,canola cold pressed oil,jivo canola cold press edible oil,1 ltr,15685,No,,,375.0,1.0,375.0
3566,jivo,2025-08-07,Delhi,dwarka,1382871,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 ltr,60711,No,,,255.0,1.0,255.0
3567,jivo,2025-08-07,Mumbai,bandra west,1319696,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,1.0,275.0
3568,jivo,2025-08-07,Mumbai,borivali,1403051,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3569,jivo,2025-08-07,Mumbai,andheri west,1382657,edible oils and ghee,olive oil,pure olive oil,jivo so olive oil 1l,1 ltr,968589,No,,,325.0,1.0,325.0
3570,jivo,2025-08-07,Bangalore,rajarajeshwari nagar,1403224,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,2.0,450.0
3571,jivo,2025-08-07,Kochi,edapally,1387563,edible oils and ghee,edible oils,pomace oil,jivo daily cooking pomace olive oil,1 L,21709,No,,,1049.0,1.0,1049.0
3572,jivo,2025-08-07,Delhi,vasant kunj,1399699,edible oils and ghee,edible oils,canola cold pressed oil,jivo canola cold press oil indian medical association recommended,5 ltr,15686,No,,,1650.0,1.0,1650.0
3573,jivo,2025-08-07,Chennai,nungambakkam,1386448,edible oils and ghee,edible oils,cold pressed mustard oil,jivo cold pressed mustard oil 5l,5 ltr,904426,No,,,1250.0,1.0,1250.0
3574,jivo,2025-08-07,Bangalore,kudlu gate,1398438,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3575,jivo,2025-08-07,Vellore,vellore fort,1402269,edible oils and ghee,edible oils,pomace oil,jivo daily cooking pomace olive oil,1 L,21709,No,,,1049.0,1.0,1049.0
3576,jivo,2025-08-07,Delhi,laxmi nagar,649841,edible oils and ghee,edible oils,rice bran oil,jivo ricebran oil 1l,1 ltr,958164,No,,,285.0,1.0,285.0
3577,jivo,2025-08-07,Cuttack,cda,1402075,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3578,jivo,2025-08-07,Mumbai,palava city,1395728,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,5 ltr,401502,No,,,2800.0,1.0,2800.0
3579,jivo,2025-08-07,Delhi,dilshad gardens,1388689,edible oils and ghee,edible oils,pomace oil,jivo pomace olive oil,5 ltr,79292,No,,,4999.0,1.0,4999.0
3580,jivo,2025-08-07,Chennai,thiruvottiyur,1403177,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3581,jivo,2025-08-07,Bangalore,arekere,1388681,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 ltr,60711,No,,,255.0,1.0,255.0
3582,jivo,2025-08-07,Hyderabad,charminar,1400220,edible oils and ghee,olive oil,pure olive oil,jivo so olive oil 1l,1 ltr,968589,No,,,325.0,1.0,325.0
3583,jivo,2025-08-07,Pune,hinjewadi,1403044,edible oils and ghee,edible oils,cold pressed sunflower oil,jivo cold pressed chemical free sunflower oil,5 ltr,685793,No,,,1350.0,1.0,1350.0
3584,jivo,2025-08-07,Chandigarh,greater mohali,1385943,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 ltr,60711,No,,,255.0,1.0,255.0
3585,jivo,2025-08-07,Bangalore,bellandur sarjapur,1382254,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 ltr,60711,No,,,255.0,1.0,255.0
3586,jivo,2025-08-07,Kolkata,burrabazar,1391896,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,4.0,900.0
3587,jivo,2025-08-07,Bangalore,central bangalore,1387633,edible oils and ghee,edible oils,pomace oil,jivo daily cooking pomace olive oil,1 L,21709,No,,,1049.0,4.0,4196.0
3588,jivo,2025-08-07,Hyderabad,kondapur,1382391,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,2.0,450.0
3589,jivo,2025-08-07,Hyderabad,miyapur,1261840,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3590,jivo,2025-08-07,Mumbai,juhu,1190780,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,1.0,275.0
3591,jivo,2025-08-07,Tirupati,tata nagar,1398448,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,5 ltr,401502,No,,,2800.0,2.0,5600.0
3592,jivo,2025-08-07,Vizag,n a d,1345681,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,2.0,1120.0
3593,jivo,2025-08-07,Nagpur,manish nagar,1392532,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,3.0,675.0
3594,jivo,2025-08-07,Delhi,rohini,1062023,edible oils and ghee,edible oils,canola cold pressed oil,jivo canola cold press edible oil,1 ltr,15685,No,,,375.0,2.0,750.0
3595,jivo,2025-08-07,Mumbai,vashi,1385645,edible oils and ghee,edible oils,pomace oil,jivo daily cooking pomace olive oil,1 L,21709,No,,,1049.0,1.0,1049.0
3596,jivo,2025-08-07,Bangalore,koramangala,1396284,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,3.0,825.0
3597,jivo,2025-08-07,Mumbai,andheri west,1390224,edible oils and ghee,edible oils,cold pressed sunflower oil,jivo cold pressed chemical free sunflower oil,5 ltr,685793,No,,,1350.0,1.0,1350.0
3598,jivo,2025-08-07,Hyderabad,kharkhana & trimulgherry,1401473,edible oils and ghee,olive oil,extra light olive oil,jivo extra light daily cooking olive oil,1 ltr,15687,No,,,1499.0,1.0,1499.0
3599,jivo,2025-08-07,Vijayawada,benz circle and auto nagar,1399348,edible oils and ghee,olive oil,extra light olive oil,jivo extra light daily cooking olive oil,1 ltr,15687,No,,,1499.0,1.0,1499.0
3600,jivo,2025-08-07,Bangalore,electronic city,1402440,edible oils and ghee,edible oils,canola cold pressed oil,jivo canola cold press edible oil,1 ltr,15685,No,,,375.0,1.0,375.0
3601,jivo,2025-08-07,Vizag,dwarka nagar,1382440,edible oils and ghee,olive oil,pure olive oil,jivo so olive oil 1l,1 ltr,968589,No,,,325.0,1.0,325.0
3602,jivo,2025-08-07,Pondicherry,big bazar road,1389007,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3603,jivo,2025-08-07,Pune,magarpatta,1401109,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3604,jivo,2025-08-07,Chandigarh,panchkula,1387905,edible oils and ghee,edible oils,canola cold pressed oil,jivo canola cold press edible oil,1 ltr,15685,No,,,375.0,1.0,375.0
3605,jivo,2025-08-07,Pune,wagholi,1403046,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,4.0,900.0
3606,jivo,2025-08-07,Hyderabad,tolichowki,1382981,edible oils and ghee,edible oils,canola cold pressed oil,jivo canola cold press edible oil,1 ltr,15685,No,,,375.0,1.0,375.0
3607,jivo,2025-08-07,Bangalore,bellandur sarjapur,649831,edible oils and ghee,olive oil,extra virgin olive oil,jivo extra virgin olive oil,1 ltr,67229,No,,,1799.0,1.0,1799.0
3608,jivo,2025-08-07,Mumbai,parel,1398760,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,1.0,275.0
3609,jivo,2025-08-07,Bangalore,indiranagar,1395721,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,2.0,550.0
3610,jivo,2025-08-07,Bangalore,jayanagar,1181690,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3611,jivo,2025-08-07,Bangalore,nagavara & hennur ,1400216,edible oils and ghee,olive oil,pure olive oil,jivo so olive oil 1l,1 ltr,968589,No,,,325.0,1.0,325.0
3612,jivo,2025-08-07,Pune,kharadi,1397626,edible oils and ghee,edible oils,rice bran oil,jivo ricebran oil 1l,1 ltr,958164,No,,,285.0,1.0,285.0
3613,jivo,2025-08-07,Pune,kharadi,1397626,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3614,jivo,2025-08-07,Chennai,chrompet,854384,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3615,jivo,2025-08-07,Bangalore,bellandur sarjapur,1392421,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3616,jivo,2025-08-07,Chennai,vadapalani,1399697,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3617,jivo,2025-08-07,Bhubaneswar,chandrashekarpur,1400964,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,2.0,450.0
3618,jivo,2025-08-07,Bangalore,whitefield,1400609,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 ltr,60711,No,,,255.0,2.0,510.0
3619,jivo,2025-08-07,Bangalore,hsr,1386090,edible oils and ghee,edible oils,canola cold pressed oil,jivo canola cold press edible oil,1 ltr,15685,No,,,375.0,1.0,375.0
3620,jivo,2025-08-07,Mumbai,juhu,1397051,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,1.0,275.0
3621,jivo,2025-08-07,Sri Ganganagar,saraswati nagar,1401650,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,6.0,1350.0
3622,jivo,2025-08-07,Mumbai,powai,1135720,edible oils and ghee,olive oil,extra light olive oil,jivo extra light daily cooking olive oil,1 ltr,15687,No,,,1499.0,1.0,1499.0
3623,jivo,2025-08-07,Bangalore,vijayanagar,1402670,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,5 ltr,401502,No,,,2800.0,1.0,2800.0
3624,jivo,2025-08-07,Chandigarh,west chd,1381441,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3625,jivo,2025-08-07,Chennai,medavakkam,1385476,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3626,jivo,2025-08-07,Panipat,captain nagar,1402847,edible oils and ghee,edible oils,pomace oil,jivo daily cooking pomace olive oil,1 L,21709,No,,,1049.0,1.0,1049.0
3627,jivo,2025-08-07,Central Goa,old goa,1403560,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 ltr,390730,No,,,560.0,1.0,560.0
3628,jivo,2025-08-07,Bangalore,rajajinagar,1401714,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,5 ltr,401502,No,,,2800.0,1.0,2800.0
3629,jivo,2025-08-07,Bangalore,lingrajapuram,1400930,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,1.0,275.0
3630,jivo,2025-08-07,Hyderabad,nizampet,1393827,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,1.0,225.0
3631,jivo,2025-08-07,Bangalore,central bangalore,816648,edible oils and ghee,edible oils,pomace oil,jivo daily cooking pomace olive oil,1 L,21709,No,,,1049.0,1.0,1049.0
3632,jivo,2025-08-07,Bangalore,arekere,1397048,edible oils and ghee,edible oils,sunflower oil,jivo cold pressed chemical free sunflower oil,1 ltr,83633,No,,,275.0,4.0,1100.0
3633,jivo,2025-08-07,Kolhapur,tarabai park,1402475,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 ltr,429981,No,,,225.0,2.0,450.0
