item_id,item_name,manufacturer_id,manufacturer_name,city_id,city_name,category,date,qty_sold,mrp
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,315,Belgaum,"Dry Fruits, Masala & Oil",2025-08-04,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,291,Roorkee,"Dry Fruits, Masala & Oil",2025-08-04,2.0,2098.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,102,Jammu,"Dry Fruits, Masala & Oil",2025-08-04,2.0,2098.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,9,Gurgaon,"Dry Fruits, Masala & Oil",2025-08-04,58.0,60842.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,299,New Chandigarh,"Dry Fruits, Masala & Oil",2025-08-03,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,7,Delhi,"Dry Fruits, Masala & Oil",2025-08-03,168.0,176232.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,102,Jammu,"Dry Fruits, Masala & Oil",2025-08-03,3.0,3147.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,64,Agra,"Dry Fruits, Masala & Oil",2025-08-03,3.0,3147.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,301,Rishikesh,"Dry Fruits, Masala & Oil",2025-08-03,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,80,Panipat,"Dry Fruits, Masala & Oil",2025-08-03,2.0,2098.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,2,Mumbai,"Dry Fruits, Masala & Oil",2025-08-06,11.0,11539.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,102,Jammu,"Dry Fruits, Masala & Oil",2025-08-06,7.0,7343.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,178,Karnal,"Dry Fruits, Masala & Oil",2025-08-06,4.0,4196.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,64,Agra,"Dry Fruits, Masala & Oil",2025-08-05,2.0,2098.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,167,Zirakpur,"Dry Fruits, Masala & Oil",2025-08-05,4.0,4196.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,37,Faridabad,"Dry Fruits, Masala & Oil",2025-08-05,13.0,13637.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,95,Muzaffarnagar,"Dry Fruits, Masala & Oil",2025-08-05,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,301,Rishikesh,"Dry Fruits, Masala & Oil",2025-08-05,3.0,3147.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,353,Una,"Dry Fruits, Masala & Oil",2025-08-02,1.0,1049.0
